_ID,_pageName,_pageTitle,_pageNamespace,_pageID,datum,datum__precision,etiketter__full,url,bild,youtubeid
104,Carlson: Det är lite tråkigt att medierna släpper fram experter som man kanske inte gjort så bra research på,Carlson: Det är lite tråkigt att medierna släpper fram experter som man kanske inte gjort så bra research på,0,1377,2020-04-05,1,"sverige, DN, Johan Carlson",https://www.dn.se/nyheter/sverige/folkhalsomyndighetens-johan-carlson-det-ar-klart-att-det-kan-kannas-lite-skrammande/,,
105,Carlson: Slump att Sverige drabbades,Carlson: Slump att Sverige drabbades,0,1407,2020-07-07,1,"sverige, Johan Carlson, SvD",https://www.svd.se/carlson-coronadrabbat-sverige-var-en-slump,,
106,"Carlson -Det är illa & läget är ungefär likadant ute i Europa, och detta oavsett vilka åtgärder som vidtagits","Carlson -Det är illa & läget är ungefär likadant ute i Europa, och detta oavsett vilka åtgärder som vidtagits",0,1025,2021-02-24,1,"sverige, johancarlson",https://www.youtube.com/watch?v=Nt8FCy78aLU,,Nt8FCy78aLU
107,"Carlson - behöver inte mask när man besöker äldre. Om personen är pigg & hör bra, håller avstånd","Carlson - behöver inte mask när man besöker äldre. Om personen är pigg & hör bra, håller avstånd",0,1026,2020-11-19,1,"sverige, johancarlson, presskonferens, video, videoklipp",https://www.youtube.com/watch?v=ru3xbYrKxAs,,ru3xbYrKxAs
108,"Carlson i SvD: ""Coronaviruset kommer inte att spridas i Sverige""","Carlson i SvD: ""Coronaviruset kommer inte att spridas i Sverige""",0,1501,2020-02-07,1,"sverige,SvD, Johan Carlson",https://twitter.com/Smittskydd/status/1622837279424188417,FoV556wWAAA2RHR.jpeg,
109,Carlson till SvD: Coronaviruset kommer inte att spridas i svenska samhället under nuvarande omständigheter.,Carlson till SvD: Coronaviruset kommer inte att spridas i svenska samhället under nuvarande omständigheter.,0,1086,2020-02-06,1,"Carlson, SvD",https://www.svd.se/vi-vill-inte-invagga-manniskor-i-falsk-trygghet,,
110,China’s cases of Covid-19 are finally declining. A WHO expert explains why,China’s cases of Covid-19 are finally declining. A WHO expert explains why,0,1438,2020-03-03,1,"kina,who",https://www.vox.com/2020/3/2/21161067/coronavirus-covid19-china,,
111,Clara Strömberg överläkare på Södersjukhuset berättar att de inte ser så många 8…,Clara Strömberg överläkare på Södersjukhuset berättar att de inte ser så många 8…,0,1263,2021-03-30,1,"ar_covid, Clara Strömberg",https://twitter.com/ar_covid/status/1376929213891158017,,
112,Clara Strömberg överläkare på Södersjukhuset får frågan vad vi kan göra åt den t…,Clara Strömberg överläkare på Södersjukhuset får frågan vad vi kan göra åt den t…,0,1265,2021-03-30,1,"ar_covid, Clara Strömberg",https://twitter.com/ar_covid/status/1376920475339751427,,
113,Clara Strömberg överläkare på Södersjukhuset säger att läget är bekymmersamt inf…,Clara Strömberg överläkare på Södersjukhuset säger att läget är bekymmersamt inf…,0,1262,2021-03-30,1,"ar_covid, Clara Strömberg",https://twitter.com/ar_covid/status/1376934123806277635,,
114,Clara Strömberg överläkare på Södersjukhuset tycker att myndigheterna har varit …,Clara Strömberg överläkare på Södersjukhuset tycker att myndigheterna har varit …,0,1264,2021-03-30,1,"ar_covid, Clara Strömberg",https://twitter.com/ar_covid/status/1376927524660346882,,
115,Comunicato stampa dell’ambasciatore d’Italia,Comunicato stampa dell’ambasciatore d’Italia,0,1326,2020-03-11,1,"sverige, Italien, Mario Cospito, italienska ambassaden",https://ambstoccolma.esteri.it/ambasciata_stoccolma/it/ambasciata/news/dall_ambasciata/2020/03/comunicato-stampa-dell-ambasciatore.html,,
116,Comunicato stampa dell’ambasciatore d’Italia Mario Cospito,Comunicato stampa dell’ambasciatore d’Italia Mario Cospito,0,1325,2020-05-27,1,"sverige, Italien, Mario Cospito, italienska ambassaden",https://ambstoccolma.esteri.it/ambasciata_stoccolma/it/ambasciata/news/dall_ambasciata/comunicato-stampa-dell-ambasciatore_0.html#.Xs6r4JdAXi8.facebook,,
117,Confidential note from FoHM to the UK government,Confidential note from FoHM to the UK government,0,1540,2020-09-20,1,"sverige, Anders Tegnell, UK Covid-19 inquiry",https://covid19.public-inquiry.uk/documents/inq000146608-briefing-note-from-dr-anders-tegnell-chief-scientist-swedish-government-regarding-government-intervention-and-covid-19-dated-20-09-2020/,,
118,Corona härjar bland fattiga – rika klarar sig,Corona härjar bland fattiga – rika klarar sig,0,1339,2020-06-28,1,"sverige, Expressen, Frida Sundkvist",https://www.expressen.se/nyheter/qs/koderna-avslojar-har-smittas-flest/,,
119,"Coronapandemin- Den andra vågen, del 1 - Ekot","Coronapandemin- Den andra vågen, del 1 - Ekot",0,1022,2021-04-13,1,"sverige, ekot, radioprogram",https://sverigesradio.se/avsnitt/1706454,,
120,"Coronapandemin- Den andra vågen, del 2 - Ekot","Coronapandemin- Den andra vågen, del 2 - Ekot",0,1021,2021-04-14,1,"sverige, ekot, radioprogram",https://sverigesradio.se/avsnitt/1706750,,
121,Coronaspecial: Tre månader som förändrat Sverige,Coronaspecial: Tre månader som förändrat Sverige,0,1454,2020-05-02,1,"sverige,tegnell",https://sverigesradio.se/avsnitt/1488518,,
122,DN Debatt Repliker. ”Flockimmunitet är inte en ovetenskaplig scientism”,DN Debatt Repliker. ”Flockimmunitet är inte en ovetenskaplig scientism”,0,1400,2020-05-19,1,"sverige, Martin Kulldorff, Jonas F Ludvigsson, Flockimmunitet, Dagens Nyheter, DN Debatt",https://www.dn.se/debatt/flockimmunitet-ar-inte-en-ovetenskaplig-scientism/,,
123,DOLDA GRUPPEN SOM ATTACKERAR SVENSKA STRATEGIN,DOLDA GRUPPEN SOM ATTACKERAR SVENSKA STRATEGIN,0,1492,2021-02-22,1,"sverige, Expressen, MEWAS",https://www.expressen.se/nyheter/de-bildar-dolda-gruppen-som-attackerar-svenska-strategin/,Fen5dKIXgAA0H77.jpeg,
124,Dagens Media: Nio månader efter larmet – regeringen utreder mörkläggning av coronauppgifter,Dagens Media: Nio månader efter larmet – regeringen utreder mörkläggning av coronauppgifter,0,1297,2021-04-29,1,"sverige, Dagens Media, regeringen",https://www.dagensmedia.se/medier/dagspress/nio-manader-efter-larmet-regeringen-utreder-morklaggning-av-coronauppgifter/,2021-05-03 13-06.png,
125,Dana Pourkomeylian i GP: Naiviteten gällande Coronaviruset kommer kosta liv,Dana Pourkomeylian i GP: Naiviteten gällande Coronaviruset kommer kosta liv,0,1113,2020-02-26,1,"Pourkomeylian, GP",https://www.gp.se/debatt/naiviteten-g%C3%A4llande-coronaviruset-kommer-kosta-liv-1.24562911,,
126,"De 22 forskarna fick betala ett högt pris: ""Stolt att jag hade modet""","De 22 forskarna fick betala ett högt pris: ""Stolt att jag hade modet""",0,1498,2021-04-21,1,"sverige, Gunnar Steineck",https://www.lifesciencesweden.se/article/view/787758/de_22_forskarna_fick_betala_ett_hogt_pris_stolt_att_jag_hade_modet,,
127,De som inte är på sjukhus eller tillhör en riskgrupp kommer inte att testas för corona framöver,De som inte är på sjukhus eller tillhör en riskgrupp kommer inte att testas för corona framöver,0,1371,2020-03-13,1,"sverige, Anders Tegnell, Folkhälsomyndigheten, Aftonbladet",https://www.aftonbladet.se/nyheter/samhalle/a/70GQRV/nya-strategin--slutar-rakna-exakta-antalet-coronafall,,
128,Delade meningar om symtomfri smitta,Delade meningar om symtomfri smitta,0,1347,2020-04-06,1,"sverige, Anders Tegnell, Fredrik Elgh, Dagens Medicin",https://www.dagensmedicin.se/specialistomraden/infektion/delade-meningar-om-symtomfri-smitta/,,
129,Delrapport 1 om antikroppar för covid-19-virus i blodprov från öppenvården,Delrapport 1 om antikroppar för covid-19-virus i blodprov från öppenvården,0,1008,2021-03-18,1,sverige,https://www.folkhalsomyndigheten.se/publicerat-material/publikationsarkiv/p/pavisning-av-antikroppar-efter-genomgangen-covid-19-i-blodprov-fran-oppenvarden-delrapport-1/,,
130,Delrapport 2 om antikroppar för covid-19-virus i blodprov hos blodgivare,Delrapport 2 om antikroppar för covid-19-virus i blodprov hos blodgivare,0,1009,2021-03-18,1,sverige,https://www.folkhalsomyndigheten.se/publicerat-material/publikationsarkiv/p/pavisning-av-antikroppar-efter-genomgangen-covid-19-hos-blodgivare-delrapport-2/,,
131,Den svenska coronastrategin tecken på totalitär utveckling,Den svenska coronastrategin tecken på totalitär utveckling,0,1388,2020-07-10,1,"sverige, Expressen, Jari Ehrnrooth, Debatt",https://www.expressen.se/debatt/den-svenska-coronastrategin-tecken-pa-totalitar-utveckling/?utm_medium=link&utm_campaign=social_sharing&utm_source=facebook&social=fb,,
132,Den tidigare statsepidemiologen Johan Giesecke: ”Vi släpper det”.,Den tidigare statsepidemiologen Johan Giesecke: ”Vi släpper det”.,0,1300,2020-05-11,1,"sverige, Johan Giesecke, Expressen",https://www.expressen.se/nyheter/coronaviruset/brannpunkterna-i-sveriges-hantering-av-coronakrisen/,,
133,Det första kända fallet av covid-19 i Sverige,Det första kända fallet av covid-19 i Sverige,0,949,2020-01-31,1,sverige,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/januari/bekraftat-fall-av-nytt-coronavirus-i-sverige,,
134,Det passar väl in med de prognoser och modelleringar vi har gjort,Det passar väl in med de prognoser och modelleringar vi har gjort,0,1011,2020-06-30,1,sverige,https://www.svd.se/betydigt-fler-kan-vara-immuna-mot-covid-19,,
135,Dr. Anders Tegnell - Sweden’s Decision Not to Impose Quarantine,Dr. Anders Tegnell - Sweden’s Decision Not to Impose Quarantine,0,1444,2020-05-04,1,"sverige,tegnell,video",https://www.youtube.com/watch?v=ypwoyVl5Dxk,,
136,Driver barn smittspridning,Driver barn smittspridning,0,940,2021-01-12,1,"tegnell, tidningenläraren, fohmpressträff",https://www.youtube.com/watch?v=Y30Iiiv1ZQY,,Y30Iiiv1ZQY
137,"Du bör använda engångsmunskydd (detta gäller personer födda 2004 och tidigare) när du reser med kollektivtrafik, alltid i rusningstrafik (kl. 7–9 och kl. 16–18)","Du bör använda engångsmunskydd (detta gäller personer födda 2004 och tidigare) när du reser med kollektivtrafik, alltid i rusningstrafik (kl. 7–9 och kl. 16–18)",0,1387,2021-02-17,1,"sverige, Västra Götalandsregionen",https://vgrfokus.se/2021/02/nya-lokala-rekommendationer-i-vastra-gotaland/,,
138,Därför kommer högern inte åt Anders Tegnell,Därför kommer högern inte åt Anders Tegnell,0,1360,2021-05-29,1,"sverige, Anders Tegnell, Anders Lindberg, Aftonbladet",https://www.aftonbladet.se/ledare/a/Vq0kqJ/darfor-kommer-hogern-inte-at-anders-tegnell,,
139,Dödligheten kan vara högre än FHM trott,Dödligheten kan vara högre än FHM trott,0,946,2020-05-15,1,"wallensten, giesecke, tegnell, ifr, sverige",https://sverigesradio.se/artikel/7474682,,
140,Ebba Busch står fast vid orden: ”Berått mod”,Ebba Busch står fast vid orden: ”Berått mod”,0,1483,2021-01-13,1,"sverige, Ebba Busch, Stefan Löfven,",https://www.expressen.se/nyheter/partiledarna-drabbar-nu-samman-i-forsta-debatten/,,
141,Ebba Busch upprepar att regeringen tillåtit stor smittspridning med berått mod,Ebba Busch upprepar att regeringen tillåtit stor smittspridning med berått mod,0,1330,2021-01-13,1,"sverige, Ebba Busch, Stefan Löfven",https://www.aftonbladet.se/nyheter/a/EpJVoj/ebba-busch-till-nytt-med-beratt-mod-angrepp,FWC8UykXWUAQUihH.jpeg,
142,Ekot: Myndigheter trotsar råd om coronaviruset,Ekot: Myndigheter trotsar råd om coronaviruset,0,1468,2020-03-11,1,"sverige, Ekot, Sveriges Radio",https://sverigesradio.se/artikel/7425421,,
143,Ekot frågar hur FHM ser på Novus undersökning där tusentals svenskar uppger att …,Ekot frågar hur FHM ser på Novus undersökning där tusentals svenskar uppger att …,0,1232,2020-05-11,1,"ar_covid, FHM, Novus, Ekot",https://twitter.com/ar_covid/status/1380431278877589504,,
144,Ekot med Sören ANdersson om varför barn inte får vaccin,Ekot med Sören ANdersson om varför barn inte får vaccin,0,1538,2023-04-07,1,"sverige,",https://sverigesradio.se/avsnitt/2141886,,
145,Elitforskarna som fick lämna FHM bryter tystnaden: Blev olyckligt,Elitforskarna som fick lämna FHM bryter tystnaden: Blev olyckligt,0,1443,2020-07-05,1,"sverige, Folkhälsomyndigheten, Aftonbladet",https://www.aftonbladet.se/nyheter/a/3Jredq/elitforskarna-som-fick-lamna-fhm-bryter-tystnaden-blev-olyckligt,,
146,Elsa Kugelberg: Den som avfärdar hobbyepidemiologer ger sig snart på hobbyklimatforskarna,Elsa Kugelberg: Den som avfärdar hobbyepidemiologer ger sig snart på hobbyklimatforskarna,0,1340,2020-08-14,1,"sverige, Elsa Kugelberg, DN, DN ledare",https://www.dn.se/ledare/elsa-kugelberg-den-som-avfardar-hobbyepidemiologer-ger-sig-snart-pa-hobbyklimatforskarna/,,
147,Emma Frans på CNN att Sveriges strategi är låta smittan spridas sakta så vården hänger med.,Emma Frans på CNN att Sveriges strategi är låta smittan spridas sakta så vården hänger med.,0,1386,2020-03-30,1,"sverige, Emma Frans, CNN",https://www.youtube.com/watch?v=7_aJfas51BY,,7_aJfas51BY
148,Estimates of the severity of COVID-19 disease,Estimates of the severity of COVID-19 disease,0,1422,2020-03-13,1,vetenskap,https://www.medrxiv.org/content/10.1101/2020.03.09.20033357v1,,
149,Experterna: Snart samma coronaläge som i april,Experterna: Snart samma coronaläge som i april,0,1517,2020-11-15,1,"sverige,Agenda,Fredrik Elgh,Jan Albert",https://www.aftonbladet.se/nyheter/a/QmxxqJ/experterna-snart-samma-coronalage-som-i-april,,
150,"Expressen: ""Dolda gruppen som attackerar svenska strategin""","Expressen: ""Dolda gruppen som attackerar svenska strategin""",0,1488,2021-02-23,1,"sverige, Expressen",,FcH5hyHWAAEe5nV.jpeg,
151,Expressen TV: Tegnell får fråga om immuniteten har nått nivå där den kan hjälpa Sverige mer än ett vaccin,Expressen TV: Tegnell får fråga om immuniteten har nått nivå där den kan hjälpa Sverige mer än ett vaccin,0,1099,2020-05-20,1,"video, videoutdrag, Expressen, Expressen TV",https://twitter.com/ar_covid/status/1388116370727051265,,
152,Expressen debatt: FHM försöker dölja sitt misslyckande,Expressen debatt: FHM försöker dölja sitt misslyckande,0,1489,2020-07-06,1,"sverige, Holger Rootzén, Expressen, Folkhälsomyndigheten",,EcO2Lm9WAAAyKWQ.png,
153,FHM:s Sara Byfors får fråga om långtidscovid och kroniska besvär efter SARS. Hon…,FHM:s Sara Byfors får fråga om långtidscovid och kroniska besvär efter SARS. Hon…,0,1293,2021-03-19,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1373917105054187524,,
154,FHM:s Sara Byfors reder ut nya rekommendationerna för dom som fått sin första va…,FHM:s Sara Byfors reder ut nya rekommendationerna för dom som fått sin första va…,0,1195,2021-04-16,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1383152923664859140,,
155,"FHM:s Sara Byfors säger att FHM tror att kulmen på smittspridningen är nära, men…","FHM:s Sara Byfors säger att FHM tror att kulmen på smittspridningen är nära, men…",0,1192,2021-04-18,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1383707211298312198,,
156,"FHM:s Sara Byfors säger att den första vaccindosen ger ett bra skydd, men att de…","FHM:s Sara Byfors säger att den första vaccindosen ger ett bra skydd, men att de…",0,1191,2021-04-18,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1383710686363090950,,
157,FHM:s Sara Byfors säger att vaccinet ger ett jättefint skydd mot allvarlig sjukd…,FHM:s Sara Byfors säger att vaccinet ger ett jättefint skydd mot allvarlig sjukd…,0,1194,2021-04-16,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1383156652124348416,,
158,FHM:s Sara Byfors säger att vi måste fortsätta att följa rekommendationer. Ska m…,FHM:s Sara Byfors säger att vi måste fortsätta att följa rekommendationer. Ska m…,0,1248,2021-04-04,1,"ar_covid, FHM, Sara Byfors",https://twitter.com/ar_covid/status/1378621543325052928,,
159,FHM Presskonferens:,FHM Presskonferens:,0,1071,2020-03-11,1,"FHM, presskonferens",https://www.youtube.com/watch?v=fEaW71BoLUg,,
160,FHM Presskonferens: 10 Mars,FHM Presskonferens: 10 Mars,0,1074,2020-03-10,1,"FHM, presskonferens",https://www.youtube.com/watch?v=IysHl0lzuGo,,
161,FHM Presskonferens: 12 Mars,FHM Presskonferens: 12 Mars,0,1075,2020-03-12,1,"FHM, presskonferens",https://www.youtube.com/watch?v=yPwGLPhBqzw,,
162,FHM Presskonferens: 13 Mars,FHM Presskonferens: 13 Mars,0,1076,2020-03-13,1,"FHM, presskonferens",https://www.youtube.com/watch?v=5MFp_Olwu5E,,
163,FHM Presskonferens: 26 Feb,FHM Presskonferens: 26 Feb,0,1105,2020-02-26,1,"FHM, presskonferens","https://www.svd.se/presstraff-sa-forberett-ar-sverige-for-coronaviruset/i/senaste/om/sverige , https://www.dn.se/nyheter/sverige/svenska-myndigheter-haller-presstraff-om-coronaviruset/",,
164,FHM Presskonferens: 6 mars,FHM Presskonferens: 6 mars,0,1072,2020-03-06,1,"FHM, presskonferens",https://www.youtube.com/watch?v=KWDRtrwKxsM,,
165,FHM Presskonferens: 9 Mars,FHM Presskonferens: 9 Mars,0,1073,2020-03-09,1,"FHM, presskonferens",https://www.youtube.com/watch?v=ly4w3scdUS0,,
166,FHM Presskonferens: Jobba hemifrån om det går,FHM Presskonferens: Jobba hemifrån om det går,0,990,2020-03-16,1,"FHM, presskonferens",https://www.youtube.com/watch?v=n2MajAQvpY8,,
167,FHM Update: Förändrad riskbedömning för fall av covid-19 i Sverige,FHM Update: Förändrad riskbedömning för fall av covid-19 i Sverige,0,1104,2020-02-25,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/forandrad-riskbedomning-for-fall-av-covid-19-i-sverige/,,
168,FHM får fråga om det kan bli aktuellt med fler och kraftfullare åtgärder när smi…,FHM får fråga om det kan bli aktuellt med fler och kraftfullare åtgärder när smi…,0,1208,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382680514025422849,,
169,FHM får fråga om varför inte smittspridningen går ner. FHM: det är fortfarande v…,FHM får fråga om varför inte smittspridningen går ner. FHM: det är fortfarande v…,0,1201,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382732225741983744,,
170,FHM får frågan om vad anledningen är att man INTE vidtar åtgärder nu när smittsp…,FHM får frågan om vad anledningen är att man INTE vidtar åtgärder nu när smittsp…,0,1207,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382688417574703106,,
171,"FHM inleder presskonferensen med att säga att läget är allvarligt, smittspridnin…","FHM inleder presskonferensen med att säga att läget är allvarligt, smittspridnin…",0,1210,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382668016396144644,,
172,FHM meddelar att de ser ”minskad minskning” av antalet avlidna. …,FHM meddelar att de ser ”minskad minskning” av antalet avlidna. …,0,1245,2021-04-06,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1379408039502036997,,
173,FHM presskonferens 31/1/2020,FHM presskonferens 31/1/2020,0,976,2020-01-31,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/januari/sverige-har-en-stark-smittskyddsorganisation/,,
174,FHM säger att de inte förväntar sig att vaccinationerna ska ha effekt på smittsp…,FHM säger att de inte förväntar sig att vaccinationerna ska ha effekt på smittsp…,0,1202,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382730341597728773,,
175,FHM säger att fallen bland barn och unga ökar. Delvis kan det förklaras av ökad …,FHM säger att fallen bland barn och unga ökar. Delvis kan det förklaras av ökad …,0,1205,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382702439594397703,,
176,FHM säger att luftvägsvirus ofta trivs bättre i kalla och torra miljöer - inomhu…,FHM säger att luftvägsvirus ofta trivs bättre i kalla och torra miljöer - inomhu…,0,1203,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382729068051828739,,
177,FHM säger att smittspridningen i skolmiljö ”återspeglar smittspridningen i samhä…,FHM säger att smittspridningen i skolmiljö ”återspeglar smittspridningen i samhä…,0,1206,2021-04-15,1,"ar_covid, FHM",https://twitter.com/ar_covid/status/1382698719729102855,,
178,FHM till Aftonbladet: De källor som hävdar att det skulle smitta under inkubationstiden saknar vetenskapligt stöd,FHM till Aftonbladet: De källor som hävdar att det skulle smitta under inkubationstiden saknar vetenskapligt stöd,0,950,2020-02-01,1,"FHM, Aftonbladet",https://www.aftonbladet.se/nyheter/a/wPL27P/har-inte-vetenskapligt-stod-for-smitta-under-inkubationstid,,
179,FHM update: Det finns ännu inga säkra bevis för överföring från människa till människa.,FHM update: Det finns ännu inga säkra bevis för överföring från människa till människa.,0,960,2020-01-16,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/januari/nytt-coronavirus-upptackt-i-kina/,,
180,FHM update: Folkhälsomyndigheten får många frågor om det nya coronaviruset och sjukdomen covid-19.,FHM update: Folkhälsomyndigheten får många frågor om det nya coronaviruset och sjukdomen covid-19.,0,1092,2020-02-20,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/stor-efterfragan-pa-fakta-och-bekraftad-information-om-covid-194/,,
181,FHM update: Information om karantän,FHM update: Information om karantän,0,1085,2020-02-05,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/information-om-karantan/,,
182,FHM update: Information till resenärer om det nya coronaviruset,FHM update: Information till resenärer om det nya coronaviruset,0,1097,2020-02-24,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/information-till-resenarer-om-det-nya-coronaviruset/,,
183,FHM update: Ingen spridning av det nya coronaviruset i Sverige,FHM update: Ingen spridning av det nya coronaviruset i Sverige,0,1089,2020-02-13,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/ingen-spridning-av-coronavirus-i-sverige/,,
184,FHM update: Nytt bekräftat fall av covid-19,FHM update: Nytt bekräftat fall av covid-19,0,1108,2020-02-26,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/nytt-bekraftat-fall-av-covid-19/,,
185,FHM update: Utökad kapacitet för diagnostik av det nya coronaviruset,FHM update: Utökad kapacitet för diagnostik av det nya coronaviruset,0,1090,2020-02-13,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/februari/utokad-kapacitet-for-diagnostik-av-det-nya-coronaviruset/,,
186,FHM update: följer händelseutvecklingen kring det nya coronaviruset,FHM update: följer händelseutvecklingen kring det nya coronaviruset,0,970,2020-01-29,1,FHM,https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/januari/folkhalsomyndigheten-foljer-utvecklingen-kring-det-nya-viruset-i-kina/,,
187,Fauci till CNN: när viruset sprids från person till person så är läget väldigt allvarligt,Fauci till CNN: när viruset sprids från person till person så är läget väldigt allvarligt,0,1093,2020-02-23,1,"Fauci, CNN",https://edition.cnn.com/videos/health/2020/02/22/anthony-fauci-on-coronavirus-smerconish-vpx.cnn,,
188,Finansminister Magdalena Andersson säger att smittspridningen minskar. …,Finansminister Magdalena Andersson säger att smittspridningen minskar. …,0,1213,2021-04-12,1,ar_covid,https://twitter.com/ar_covid/status/1382289123013234688,,
189,Fler kan vara skyddade mot coronaviruset,Fler kan vara skyddade mot coronaviruset,0,1010,2020-06-30,1,sverige,https://lakartidningen.se/aktuellt/nyheter/2020/06/studie-fler-kan-vara-skyddade-mot-coronaviruset/,,
190,Fler vårdas med covid – många avstår ny dos,Fler vårdas med covid – många avstår ny dos,0,1529,2022-12-07,1,"sverige,SvD,Niklas Arnberg",https://www.svd.se/a/Q7gdo8/fler-vardas-for-covid-19-manga-avstar-pafyllnadsdos,,
191,Flockimmunitet - Skriftlig fråga 2019/20:1963 av Markus Wiechel (SD),Flockimmunitet - Skriftlig fråga 2019/20:1963 av Markus Wiechel (SD),0,1303,2020-08-17,1,"sverige,Skriftlig fråga 2019/20:1963, Riksdagen",https://www.riksdagen.se/sv/dokument-lagar/dokument/skriftlig-fraga/flockimmunitet_H7111963,2021-05-05 10-19.png,
192,Flokkimmunitet i Stockholm i løpet av mai,Flokkimmunitet i Stockholm i løpet av mai,0,1002,2020-04-16,1,sverige,https://www.nrk.no/urix/tegnell_-_-det-kan-bli-flokkimmunitet-i-stockholm-i-mai-1.14984679,,
193,"FoHM: ""Aktuell kunskap och epidemiologi talar för att virusvarianterna av SARS-CoV-2 blir allt lindrigare för friska barn och unga""","FoHM: ""Aktuell kunskap och epidemiologi talar för att virusvarianterna av SARS-CoV-2 blir allt lindrigare för friska barn och unga""",0,1509,2022-09-01,1,"sverige,",https://www.folkhalsomyndigheten.se/contentassets/9d476c77f5754f0282537ed69a8df2fa/avslut-allman-rekommendation-vaccination-covid-19.pdf,,
194,"FoHM: ""Därför finns det inga medicinska skäl att provta alla som insjuknar med symtom som hosta, snuva, feber eller annat som kan tyda på covid-19""","FoHM: ""Därför finns det inga medicinska skäl att provta alla som insjuknar med symtom som hosta, snuva, feber eller annat som kan tyda på covid-19""",0,1507,2020-03-13,1,"sverige,",https://web.archive.org/web/20200315112021/https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/mars/ny-fas-kraver-nya-insatser-mot-covid-19/,Fohm-ny-fas-nya-insatser.png,
195,"Folkhälsomyndigheten: ""Bland barn och unga vuxna har skyddet byggts upp främst genom en eller flera covid-19-infektioner""","Folkhälsomyndigheten: ""Bland barn och unga vuxna har skyddet byggts upp främst genom en eller flera covid-19-infektioner""",0,1502,2023-02-07,1,"sverige, Folkhälsomyndigheten, vaccinationsrekommendationer",https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/om-vaccinerna-mot-covid-19/nya-rekommendationer-for-vaccination-mot-covid-19/,,
196,Folkhälsomyndigheten: 10.000-15.000 kan bli sjuka i värsta fall,Folkhälsomyndigheten: 10.000-15.000 kan bli sjuka i värsta fall,0,1473,2020-03-02,1,"sverige, DN, Johan Carlson",https://www.dn.se/nyheter/sverige/folkhalsomyndigheten-10000-15000-kan-bli-sjuka-i-varsta-fall/,,
197,Folkhälsomyndigheten JO-anmäld av TV4-reporter,Folkhälsomyndigheten JO-anmäld av TV4-reporter,0,1307,2021-05-05,1,"sverige, Folkhälsomyndigheten, TV4, Justitieombudsmannen",https://www.journalisten.se/nyheter/folkhalsomyndigheten-jo-anmald-av-tv4-reporter,,
198,Folkhälsomyndigheten publicerar pandemiberedskapsdokument,Folkhälsomyndigheten publicerar pandemiberedskapsdokument,0,958,2019-12-19,1,FHM,https://www.folkhalsomyndigheten.se/contentassets/b6cce03c4d0e4e7ca3c9841bd96e6b3a/pandemiberedskap-hur-vi-forbereder-oss-19074-1.pdf,,
199,Folkhälsomyndigheten rapporterar coronakritiker – agent åt främmande makt?,Folkhälsomyndigheten rapporterar coronakritiker – agent åt främmande makt?,0,1328,2020-01-28,1,"sverige,Folkhälsomyndigheten, MSB, Mira Aksoy",https://samnytt.se/avslojar-har-anmaler-folkhalsomyndigheten-coronakritiker-till-msb-som-agenter-at-frammande-makt/,Jons2.jpg.png,
200,Folkhälsomyndigheten rapporterar om ökande smittspridning och Socialstyrelsen fö…,Folkhälsomyndigheten rapporterar om ökande smittspridning och Socialstyrelsen fö…,0,1287,2021-03-23,1,"ar_covid, Socialstyrelsen",https://twitter.com/ar_covid/status/1374351441511469060,,
